id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
1216532.0,,2020-10-23,TA Boult,venue,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,runs,15.0,N,,C Shamshuddin,S Ravi
1216533.0,,2020-10-24,CJ Jordan,venue,0,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,runs,7.0,N,,AY Dandekar,VK Sharma
1216534.0,Abu Dhabi,2020-10-24,CV Varun,venue,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Kolkata Knight Riders,runs,10.0,N,,CB Gaffaney,Nitin Menon
1216535.0,,2020-10-25,RD Gaikwad,venue,0,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,bat,Chennai Super Kings,runs,9.0,N,,C Shamshuddin,PR Reiffel
1216536.0,Abu Dhabi,2020-10-25,BA Stokes,venue,0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Rajasthan Royals,runs,6.0,N,,UV Gandhe,RK Illingworth
1216537.0,,2020-10-26,CH Gayle,venue,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,runs,7.0,N,,KN Ananthapadmanabhan,S Ravi
1216538.0,,2020-10-27,WP Saha,venue,0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sunrisers Hyderabad,runs,34.0,N,,AK Chaudhary,RK Illingworth
1216539.0,Abu Dhabi,2020-10-28,SA Yadav,venue,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,runs,44.0,N,,UV Gandhe,RK Illingworth
1216540.0,,2020-10-29,RD Gaikwad,venue,0,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,runs,82.0,N,,C Shamshuddin,K Srinivasan
1216541.0,Abu Dhabi,2020-10-30,BA Stokes,venue,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,runs,8.0,N,,CB Gaffaney,VK Sharma
1216542.0,,2020-10-31,Sandeep Sharma,venue,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,runs,69.0,N,,KN Ananthapadmanabhan,Nitin Menon
1216543.0,,2020-10-31,Ishan Kishan,venue,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,runs,13.0,N,,YC Barde,Nitin Menon
1216544.0,,2020-11-01,PJ Cummins,venue,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,wickets,8.0,N,,Nitin Menon,RK Illingworth
1216545.0,Abu Dhabi,2020-11-01,RD Gaikwad,venue,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,N,,PG Pathak,VK Sharma
1216546.0,Abu Dhabi,2020-11-02,A Nortje,venue,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,5.0,N,,CB Gaffaney,RK Illingworth
1216547.0,,2020-11-03,S Nadeem,venue,0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,tie,,Y,,C Shamshuddin,PR Reiffel
1237177.0,,2020-11-05,JJ Bumrah,venue,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,57.0,N,,CB Gaffaney,Nitin Menon
1237178.0,Abu Dhabi,2020-11-06,KS Williamson,venue,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,N,,PR Reiffel,S Ravi
1237180.0,Abu Dhabi,2020-11-08,MP Stoinis,venue,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,runs,17.0,N,,PR Reiffel,S Ravi
1237181.0,,2020-11-10,TA Boult,venue,0,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Mumbai Indians,wickets,5.0,N,,CB Gaffaney,Nitin Menon
,Chennai,2021-04-09,HV Patel,venue,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Mumbai,2021-04-10,S Dhawan,venue,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Chennai,2021-04-11,N Rana,venue,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kolkata Knight Riders,,,,,KN Ananthapadmanabhan,
,Mumbai,2021-04-12,SV Samson,venue,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,,,,,AK Chaudhary,
,Chennai,2021-04-13,RD Chahar,venue,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Mumbai Indians,,,,,C Shamshuddin,
,Chennai,2021-04-14,GJ Maxwell,venue,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Royal Challengers Bangalore,,,,,Nitin Menon,
,Mumbai,2021-04-15,JD Unadkat,venue,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,S Ravi,
,Mumbai,2021-04-16,DL Chahar,venue,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,AK Chaudhary,
,Chennai,2021-04-17,KA Pollard,venue,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,,,,,CB Gaffaney,
,Mumbai,2021-04-18,S Dhawan,venue,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Chennai,2021-04-18,AB de Villiers,venue,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,,,,C Shamshuddin,
,Mumbai,2021-04-19,MM Ali,venue,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,,,,,PR Reiffel,
,Chennai,2021-04-20,A Mishra,venue,0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,,,,,C Shamshuddin,
,Chennai,2021-04-21,JM Bairstow,venue,0,Kings XI Punjab,Sunrisers Hyderabad,Punjab Kings,bat,Sunrisers Hyderabad,,,,,K Srinivasan,
,Mumbai,2021-04-21,F du Plessis,venue,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,,,,,AY Dandekar,
,Mumbai,2021-04-22,D Padikkal,venue,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,J Madanagopal,
,Chennai,2021-04-23,KL Rahul,venue,0,Mumbai Indians,Kings XI Punjab,Punjab Kings,field,Kings XI Punjab,,,,,C Shamshuddin,
,Mumbai,2021-04-24,CH Morris,venue,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,Navdeep Singh,
,Chennai,2021-04-25,PP Shaw,venue,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,,,,,,CB Gaffaney,
,Mumbai,2021-04-25,RA Jadeja,venue,0,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,Chennai Super Kings,,,,,AK Chaudhary,
,Ahmedabad,2021-04-26,EJG Morgan,venue,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,PR Reiffel,
,Ahmedabad,2021-04-27,AB de Villiers,venue,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,,,,,S Ravi,
,Delhi,2021-04-28,RD Gaikwad,venue,0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,,,,,C Shamshuddin,
,Delhi,2021-04-29,Q de Kock,venue,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,CB Gaffaney,
,Ahmedabad,2021-04-29,PP Shaw,venue,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Ahmedabad,2021-04-30,Harpreet Brar,venue,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,,,,,S Ravi,
,Delhi,2021-05-01,KA Pollard,venue,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,KN Ananthapadmanabhan,
,Delhi,2021-05-02,JC Buttler,venue,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,,,,,C Shamshuddin,
,Ahmedabad,2021-05-02,MA Agarwal,venue,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Dubai,2021-09-19,RD Gaikwad,venue,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,,,,,Nitin Menon,
,Abu Dhabi,2021-09-20,CV Varun,venue,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,,,,,CB Gaffaney,
,Dubai,2021-09-21,Kartik Tyagi,venue,0,Rajasthan Royals,Kings XI Punjab,Punjab Kings,field,Rajasthan Royals,,,,,AK Chaudhary,
,Dubai,2021-09-22,A Nortje,venue,0,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Delhi Capitals,,,,,KN Ananthapadmanabhan,
,Abu Dhabi,2021-09-23,SP Narine,venue,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,S Ravi,
,Sharjah,2021-09-24,DJ Bravo,venue,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,AK Chaudhary,
,Sharjah,2021-09-25,JO Holder,venue,0,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,,,,,RK Illingworth,
,Abu Dhabi,2021-09-25,SS Iyer,venue,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Delhi Capitals,,,,,CB Gaffaney,
,Dubai,2021-09-26,GJ Maxwell,venue,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Royal Challengers Bangalore,,,,,AK Chaudhary,
,Abu Dhabi,2021-09-26,RA Jadeja,venue,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Chennai Super Kings,,,,,CB Gaffaney,
,Dubai,2021-09-27,JJ Roy,venue,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,,,,,KN Ananthapadmanabhan,
,Sharjah,2021-09-28,SP Narine,venue,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,Nitin Menon,
,Abu Dhabi,2021-09-28,KA Pollard,venue,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,S Ravi,
,Dubai,2021-09-29,YS Chahal,venue,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,AY Dandekar,
,Sharjah,2021-09-30,JR Hazlewood,venue,0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,Nitin Menon,
,Dubai,2021-10-01,KL Rahul,venue,0,Kolkata Knight Riders,Kings XI Punjab,Punjab Kings,field,Kings XI Punjab,,,,,KN Ananthapadmanabhan,
,Abu Dhabi,2021-10-02,RD Gaikwad,venue,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,CB Gaffaney,
,Sharjah,2021-10-02,AR Patel,venue,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Sharjah,2021-10-03,GJ Maxwell,venue,0,Royal Challengers Bangalore,Kings XI Punjab,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Dubai,2021-10-03,Shubman Gill,venue,0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,,,,,J Madanagopal,
,Dubai,2021-10-04,AR Patel,venue,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Sharjah,2021-10-05,NM Coulter-Nile,venue,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,AK Chaudhary,
,Abu Dhabi,2021-10-06,KS Williamson,venue,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Sunrisers Hyderabad,,,,,S Ravi,
,Dubai,2021-10-07,KL Rahul,venue,0,Chennai Super Kings,Kings XI Punjab,Punjab Kings,field,Kings XI Punjab,,,,,K Srinivasan,
,Sharjah,2021-10-07,Shivam Mavi,venue,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Kolkata Knight Riders,,,,,MA Gough,
,Dubai,2021-10-08,KS Bharat,venue,0,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Abu Dhabi,2021-10-08,Ishan Kishan,venue,0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,,,,,Tapan Sharma,
,Dubai,2021-10-10,RD Gaikwad,venue,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,Nitin Menon,
,Sharjah,2021-10-11,SP Narine,venue,0,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,bat,Kolkata Knight Riders,,,,,CB Gaffaney,
,Sharjah,2021-10-13,VR Iyer,venue,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,KN Ananthapadmanabhan,
,Dubai,2021-10-15,F du Plessis,venue,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,,,,,Nitin Menon,
,Mumbai,2022-03-26,UT Yadav,venue,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,AK Chaudhary,
,Mumbai,2022-03-27,Kuldeep Yadav,venue,0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,RJ Tucker,
,Mumbai,2022-03-27,OF Smith,venue,0,Royal Challengers Bangalore,Kings XI Punjab,Punjab Kings,field,Kings XI Punjab,,,,,Nitin Menon,
,Mumbai,2022-03-28,Mohammed Shami,venue,0,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,PG Pathak,
,Pune,2022-03-29,SV Samson,venue,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,,,,,BNJ Oxenford,
,Mumbai,2022-03-30,PWH de Silva,venue,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,J Madanagopal,
,Mumbai,2022-03-31,E Lewis,venue,0,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,,,,,RJ Tucker,
,Mumbai,2022-04-01,UT Yadav,venue,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,AK Chaudhary,
,Mumbai,2022-04-02,JC Buttler,venue,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Rajasthan Royals,,,,,Nitin Menon,
,Pune,2022-04-02,LH Ferguson,venue,0,Gujarat Titans,Delhi Capitals,Delhi Capitals,field,Gujarat Titans,,,,,KN Ananthapadmanabhan,
,Mumbai,2022-04-03,LS Livingstone,venue,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,,,,,RJ Tucker,
,Mumbai,2022-04-04,Avesh Khan,venue,0,Lucknow Super Giants,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Lucknow Super Giants,,,,,J Madanagopal,
,Mumbai,2022-04-05,KD Karthik,venue,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,AK Chaudhary,
,Pune,2022-04-06,PJ Cummins,venue,0,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,BNJ Oxenford,
,Mumbai,2022-04-07,Q de Kock,venue,0,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,,,,,RJ Tucker,
,Mumbai,2022-04-08,Shubman Gill,venue,0,Kings XI Punjab,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,AK Chaudhary,
,Mumbai,2022-04-09,Abhishek Sharma,venue,0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,,,Navdeep Singh,
,Pune,2022-04-09,Anuj Rawat,venue,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,BNJ Oxenford,
,Mumbai,2022-04-10,Kuldeep Yadav,venue,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Delhi Capitals,,,,,CB Gaffaney,
,Mumbai,2022-04-10,YS Chahal,venue,0,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,Rajasthan Royals,,,,,AK Chaudhary,
,Mumbai,2022-04-11,KS Williamson,venue,0,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,,,Chirra Ravikanthreddy,
,Mumbai,2022-04-12,S Dube,venue,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,,,,,Nitin Menon,
,Pune,2022-04-13,MA Agarwal,venue,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,,,,,BNJ Oxenford,
,Mumbai,2022-04-14,HH Pandya,venue,0,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Gujarat Titans,,,,,CB Gaffaney,
,Mumbai,2022-04-15,RA Tripathi,venue,0,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,,,GR Sadashiv Iyer,
,Mumbai,2022-04-16,KL Rahul,venue,0,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,,,,,AK Chaudhary,
,Mumbai,2022-04-16,KD Karthik,venue,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,,,,,Chirra Ravikanthreddy,
,Mumbai,2022-04-17,Umran Malik,venue,0,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,,,PG Pathak,
,Pune,2022-04-17,DA Miller,venue,0,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,KN Ananthapadmanabhan,
,Mumbai,2022-04-18,YS Chahal,venue,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,,,,,GR Sadashiv Iyer,
,Mumbai,2022-04-19,F du Plessis,venue,0,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,,,,,CB Gaffaney,
,Mumbai,2022-04-20,Kuldeep Yadav,venue,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,RJ Tucker,
,Navi Mumbai,2022-04-21,Mukesh Choudhary,venue,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,BNJ Oxenford,
,Mumbai,2022-04-22,JC Buttler,venue,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,,,,,NA Patwardhan,
,Navi Mumbai,2022-04-23,Rashid Khan,venue,0,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Gujarat Titans,,,,,KN Ananthapadmanabhan,
,Mumbai,2022-04-23,M Jansen,venue,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,,,Chirra Ravikanthreddy,
,Mumbai,2022-04-24,KL Rahul,venue,0,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,,,,,M Erasmus,
,Mumbai,2022-04-25,S Dhawan,venue,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,,,,,M Erasmus,
,Pune,2022-04-26,R Parag,venue,0,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajasthan Royals,,,,,BNJ Oxenford,
,Mumbai,2022-04-27,Umran Malik,venue,0,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,CB Gaffaney,
,Mumbai,2022-04-28,Kuldeep Yadav,venue,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,AK Chaudhary,
,Pune,2022-04-29,KH Pandya,venue,0,Lucknow Super Giants,Kings XI Punjab,Punjab Kings,field,Lucknow Super Giants,,,,,MA Gough,
,Mumbai,2022-04-30,R Tewatia,venue,0,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,Gujarat Titans,,,,,HAS Khalid,
,Navi Mumbai,2022-04-30,SA Yadav,venue,0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,BNJ Oxenford,
,Mumbai,2022-05-01,Mohsin Khan (2),venue,0,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,,,,,Chirra Ravikanthreddy,
,Pune,2022-05-01,RD Gaikwad,venue,0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Chennai Super Kings,,,,,AK Chaudhary,
,Mumbai,2022-05-02,RK Singh,venue,0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,,,,,J Madanagopal,
,Navi Mumbai,2022-05-03,K Rabada,venue,0,Gujarat Titans,Kings XI Punjab,Gujarat Titans,bat,Kings XI Punjab,,,,,R Pandit,
,Pune,2022-05-04,HV Patel,venue,0,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Mumbai,2022-05-05,DA Warner,venue,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Delhi Capitals,,,,,Navdeep Singh,
,Mumbai,2022-05-06,TH David,venue,0,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,,,,,J Madanagopal,
,Pune,2022-05-07,Avesh Khan,venue,0,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,,,,,AK Chaudhary,
,Mumbai,2022-05-07,YBK Jaiswal,venue,0,Kings XI Punjab,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,,,,,Chirra Ravikanthreddy,
,Mumbai,2022-05-08,PWH de Silva,venue,0,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,,,,BNJ Oxenford,
,Navi Mumbai,2022-05-08,DP Conway,venue,0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,,,,,Nitin Menon,
,Navi Mumbai,2022-05-09,JJ Bumrah,venue,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,,,,,CB Gaffaney,
,Pune,2022-05-10,Shubman Gill,venue,0,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,,,,,KN Ananthapadmanabhan,
,Navi Mumbai,2022-05-11,MR Marsh,venue,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,NA Patwardhan,
,Mumbai,2022-05-12,DR Sams,venue,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,Chirra Ravikanthreddy,
,Mumbai,2022-05-13,JM Bairstow,venue,0,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kings XI Punjab,,,,,J Madanagopal,
,Pune,2022-05-14,AD Russell,venue,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,,,,,AK Chaudhary,
,Mumbai,2022-05-15,WP Saha,venue,0,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,bat,Gujarat Titans,,,,,R Pandit,
,Mumbai,2022-05-15,TA Boult,venue,0,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,bat,Rajasthan Royals,,,,,PG Pathak,
,Navi Mumbai,2022-05-16,SN Thakur,venue,0,Delhi Capitals,Kings XI Punjab,Punjab Kings,field,Delhi Capitals,,,,,GR Sadashiv Iyer,
,Mumbai,2022-05-17,RA Tripathi,venue,0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,,,,,CB Gaffaney,
,Navi Mumbai,2022-05-18,Q de Kock,venue,0,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,bat,Lucknow Super Giants,,,,,R Pandit,
,Mumbai,2022-05-19,V Kohli,venue,0,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Mumbai,2022-05-20,R Ashwin,venue,0,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,,,,,CB Gaffaney,
,Mumbai,2022-05-21,JJ Bumrah,venue,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,Nitin Menon,
,Mumbai,2022-05-22,Harpreet Brar,venue,0,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,Kings XI Punjab,,,,,AK Chaudhary,
,Kolkata,2022-05-24,DA Miller,venue,0,Rajasthan Royals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,BNJ Oxenford,
,Kolkata,2022-05-25,RM Patidar,venue,0,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Royal Challengers Bangalore,,,,,J Madanagopal,
,Ahmedabad,2022-05-27,JC Buttler,venue,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,CB Gaffaney,
,Ahmedabad,2022-05-29,HH Pandya,venue,0,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,,,,,CB Gaffaney,
,Ahmedabad,2023-03-31,Rashid Khan,venue,0,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,Nitin Menon,
,Chandigarh,2023-04-01,Arshdeep Singh,venue,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kings XI Punjab,,,,,BNJ Oxenford,
,Lucknow,2023-04-01,MA Wood,venue,0,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,,,,,AK Chaudhary,
,Bengaluru,2023-04-02,F du Plessis,venue,0,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,Nitin Menon,
,Hyderabad,2023-04-02,JC Buttler,venue,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajasthan Royals,,,,,KN Ananthapadmanabhan,
