id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2
,Chennai,2023-04-03,MM Ali,venue,0,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,field,Chennai Super Kings,,,,,A Totre,
,Delhi,2023-04-04,B Sai Sudharsan,venue,0,Delhi Capitals,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,A Nand Kishore,
,Guwahati,2023-04-05,NT Ellis,venue,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,,,,,KN Ananthapadmanabhan,
,Kolkata,2023-04-06,SN Thakur,venue,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,,,,,Vinod Seshan,
,Lucknow,2023-04-07,KH Pandya,venue,0,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,,,,,J Madanagopal,
,Guwahati,2023-04-08,YBK Jaiswal,venue,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,,,,,Navdeep Singh,
,Mumbai,2023-04-08,RA Jadeja,venue,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,CB Gaffaney,
,Ahmedabad,2023-04-09,RK Singh,venue,0,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,Kolkata Knight Riders,,,,,Nitin Menon,
,Hyderabad,2023-04-09,S Dhawan,venue,0,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,,,,,BNJ Oxenford,
,Bengaluru,2023-04-10,N Pooran,venue,0,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,Lucknow Super Giants,,,,,AK Chaudhary,
,Delhi,2023-04-11,RG Sharma,venue,0,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,MA Gough,
,Chennai,2023-04-12,R Ashwin,venue,0,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Rajasthan Royals,,,,,Vinod Seshan,
,Chandigarh,2023-04-13,MM Sharma,venue,0,Kings XI Punjab,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,A Totre,
,Kolkata,2023-04-14,HC Brook,venue,0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Sunrisers Hyderabad,,,,,CB Gaffaney,
,Bengaluru,2023-04-15,V Kohli,venue,0,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Lucknow,2023-04-15,Sikandar Raza,venue,0,Lucknow Super Giants,Kings XI Punjab,Punjab Kings,field,Kings XI Punjab,,,,,HAS Khalid,
,Mumbai,2023-04-16,VR Iyer,venue,0,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,BNJ Oxenford,
,Ahmedabad,2023-04-16,SO Hetmyer,venue,0,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,AK Chaudhary,
,Bengaluru,2023-04-17,DP Conway,venue,0,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,,,,,KN Ananthapadmanabhan,
,Hyderabad,2023-04-18,C Green,venue,0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Mumbai Indians,,,,,Nitin Menon,
,Jaipur,2023-04-19,MP Stoinis,venue,0,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,,,,,J Madanagopal,
,Chandigarh,2023-04-20,Mohammed Siraj,venue,0,Royal Challengers Bangalore,Kings XI Punjab,Punjab Kings,field,Royal Challengers Bangalore,,,,,AK Chaudhary,
,Delhi,2023-04-20,I Sharma,venue,0,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,,,,,MA Gough,
,Chennai,2023-04-21,RA Jadeja,venue,0,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,HAS Khalid,
,Lucknow,2023-04-22,MM Sharma,venue,0,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,,,,,A Totre,
,Mumbai,2023-04-22,SM Curran,venue,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,,,,,CB Gaffaney,
,Kolkata,2023-04-23,AM Rahane,venue,0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,,,,,Nitin Menon,
,Bengaluru,2023-04-23,GJ Maxwell,venue,0,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,,,,,MA Gough,
,Hyderabad,2023-04-24,AR Patel,venue,0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,,,,,J Madanagopal,
,Ahmedabad,2023-04-25,A Manohar,venue,0,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,,,,,AK Chaudhary,
,Bengaluru,2023-04-26,CV Varun,venue,0,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,,,,,KN Ananthapadmanabhan,
,Jaipur,2023-04-27,YBK Jaiswal,venue,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,Rajasthan Royals,,,,,A Totre,
,Chandigarh,2023-04-28,MP Stoinis,venue,0,Lucknow Super Giants,Kings XI Punjab,Punjab Kings,field,Lucknow Super Giants,,,,,Nitin Menon,
,Kolkata,2023-04-29,J Little,venue,0,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,NA Patwardhan,
,Delhi,2023-04-29,MR Marsh,venue,0,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,,,,,MA Gough,
,Chennai,2023-04-30,DP Conway,venue,0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab,,,,,RJ Tucker,
,Mumbai,2023-04-30,YBK Jaiswal,venue,0,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,,,,,Vinod Seshan,
,Lucknow,2023-05-01,F du Plessis,venue,0,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,,,,AK Chaudhary,
,Ahmedabad,2023-05-02,Mohammed Shami,venue,0,Delhi Capitals,Gujarat Titans,Delhi Capitals,bat,Delhi Capitals,,,,,MA Gough,
,Chandigarh,2023-05-03,Ishan Kishan,venue,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,J Madanagopal,
,Lucknow,2023-05-03,,venue,0,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,,,,,,AK Chaudhary,
,Hyderabad,2023-05-04,CV Varun,venue,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,,,,,KN Ananthapadmanabhan,
,Jaipur,2023-05-05,Rashid Khan,venue,0,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,bat,Gujarat Titans,,,,,HAS Khalid,
,Chennai,2023-05-06,M Pathirana,venue,0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,BNJ Oxenford,
,Delhi,2023-05-06,PD Salt,venue,0,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,,,,,RJ Tucker,
,Ahmedabad,2023-05-07,Shubman Gill,venue,0,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,,,,,AK Chaudhary,
,Jaipur,2023-05-07,GD Phillips,venue,0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Sunrisers Hyderabad,,,,,Nitin Menon,
,Kolkata,2023-05-08,AD Russell,venue,0,Kings XI Punjab,Kolkata Knight Riders,Punjab Kings,bat,Kolkata Knight Riders,,,,,A Totre,
,Mumbai,2023-05-09,SA Yadav,venue,0,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,HAS Khalid,
,Chennai,2023-05-10,RA Jadeja,venue,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,,,,,CB Gaffaney,
,Kolkata,2023-05-11,YBK Jaiswal,venue,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,RJ Tucker,
,Mumbai,2023-05-12,SA Yadav,venue,0,Mumbai Indians,Gujarat Titans,Gujarat Titans,field,Mumbai Indians,,,,,Nitin Menon,
,Delhi,2023-05-13,P Simran Singh,venue,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,,,,,CB Gaffaney,
,Hyderabad,2023-05-13,PN Mankad,venue,0,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,,,,,A Totre,
,Jaipur,2023-05-14,WD Parnell,venue,0,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,,,,,KN Ananthapadmanabhan,
,Chennai,2023-05-14,RK Singh,venue,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Kolkata Knight Riders,,,,,Tapan Sharma,
,Ahmedabad,2023-05-15,Shubman Gill,venue,0,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Gujarat Titans,,,,,J Madanagopal,
,Lucknow,2023-05-16,MP Stoinis,venue,0,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,,,,,AK Chaudhary,
,Dharamsala,2023-05-17,RR Rossouw,venue,0,Delhi Capitals,Kings XI Punjab,Punjab Kings,field,Delhi Capitals,,,,,KN Ananthapadmanabhan,
,Hyderabad,2023-05-18,V Kohli,venue,0,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,,,,,BNJ Oxenford,
,Dharamsala,2023-05-19,D Padikkal,venue,0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,,,,,A Nand Kishore,
,Delhi,2023-05-20,RD Gaikwad,venue,0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,,,,,CB Gaffaney,
,Kolkata,2023-05-20,N Pooran,venue,0,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,Lucknow Super Giants,,,,,J Madanagopal,
,Mumbai,2023-05-21,C Green,venue,0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,,,,,KN Ananthapadmanabhan,
,Bengaluru,2023-05-21,Shubman Gill,venue,0,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,,,,,Nitin Menon,
,Chennai,2023-05-23,RD Gaikwad,venue,0,Chennai Super Kings,Gujarat Titans,Gujarat Titans,field,Chennai Super Kings,,,,,AK Chaudhary,
,Chennai,2023-05-24,Akash Madhwal,venue,0,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,bat,Mumbai Indians,,,,,BNJ Oxenford,
,Ahmedabad,2023-05-26,Shubman Gill,venue,0,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,,,,,Nitin Menon,
,Ahmedabad,2023-05-29,DP Conway,venue,0,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,,,,,Nitin Menon,
